ArticleItem;LT_Revision;Product Group;Installation;Optic;Beam & Material;Modulation;Power Supply;/;Lampcolor;Length;Light Direct;Light Indirect;Driver;Trough wiring;Colour;LLMF 50kh;Error Code;Luminous flux (lumen);Power (Watt);Power factor;Luminous flux uplight;Luminous flux downlight;UGR;Shielding angle C0;Shielding angle C90;Number of drivers
V3RB31M/W4M0D5X2;_LTRevAA;V3;R;B;3;1;M;/;W;4;M;0;D;5;X2;0.975530365;32768;2800;22;0.88;0;2800;19;60;60;1
V3RB31M/W5M0D5X0;_LTRevAA;V3;R;B;3;1;M;/;W;5;M;0;D;5;X0;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB31M/W5M0D5X1;_LTRevAA;V3;R;B;3;1;M;/;W;5;M;0;D;5;X1;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB31M/W5M0D5X2;_LTRevAA;V3;R;B;3;1;M;/;W;5;M;0;D;5;X2;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB31M/W6M0D5X0;_LTRevAA;V3;R;B;3;1;M;/;W;6;M;0;D;5;X0;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RB31M/W6M0D5X1;_LTRevAA;V3;R;B;3;1;M;/;W;6;M;0;D;5;X1;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RB31M/W6M0D5X2;_LTRevAA;V3;R;B;3;1;M;/;W;6;M;0;D;5;X2;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RB32C/N4M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;N;4;M;0;D;5;X0;0.977876277;32768;2900;18;0.88;0;2900;19;60;60;1
V3RB32C/N4M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;N;4;M;0;D;5;X1;0.977876277;32768;2900;18;0.88;0;2900;19;60;60;1
V3RB32C/N4M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;N;4;M;0;D;5;X2;0.977876277;32768;2900;18;0.88;0;2900;19;60;60;1
V3RB32C/N5M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;N;5;M;0;D;5;X0;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32C/N5M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;N;5;M;0;D;5;X1;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32C/N5M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;N;5;M;0;D;5;X2;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32C/N6M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;N;6;M;0;D;5;X0;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32C/N6M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;N;6;M;0;D;5;X1;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32C/N6M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;N;6;M;0;D;5;X2;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32C/W4M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;W;4;M;0;D;5;X0;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32C/W4M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;W;4;M;0;D;5;X1;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32C/W4M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;W;4;M;0;D;5;X2;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32C/W5M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;W;5;M;0;D;5;X0;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32C/W5M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;W;5;M;0;D;5;X1;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32C/W5M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;W;5;M;0;D;5;X2;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32C/W6M0D5X0;_LTRevAA;V3;R;B;3;2;C;/;W;6;M;0;D;5;X0;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB32C/W6M0D5X1;_LTRevAA;V3;R;B;3;2;C;/;W;6;M;0;D;5;X1;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB32C/W6M0D5X2;_LTRevAA;V3;R;B;3;2;C;/;W;6;M;0;D;5;X2;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB32M/N4M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;N;4;M;0;D;5;X0;0.977876277;32768;2900;31;0.88;0;2900;19;60;60;1
V3RB32M/N4M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;N;4;M;0;D;5;X1;0.977876277;32768;2900;31;0.88;0;2900;19;60;60;1
V3RB32M/N4M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;N;4;M;0;D;5;X2;0.977876277;32768;2900;31;0.88;0;2900;19;60;60;1
V3RB32M/N5M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;N;5;M;0;D;5;X0;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32M/N5M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;N;5;M;0;D;5;X1;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32M/N5M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;N;5;M;0;D;5;X2;0.977876277;0;3650;22;0.91;0;3650;19;60;60;1
V3RB32M/N6M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;N;6;M;0;D;5;X0;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32M/N6M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;N;6;M;0;D;5;X1;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32M/N6M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;N;6;M;0;D;5;X2;0.977876277;0;4400;27;0.93;0;4400;19;60;60;1
V3RB32M/W4M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;W;4;M;0;D;5;X0;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32M/W4M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;W;4;M;0;D;5;X1;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32M/W4M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;W;4;M;0;D;5;X2;0.975530365;32768;2800;31;0.88;0;2800;19;60;60;1
V3RB32M/W5M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;W;5;M;0;D;5;X0;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32M/W5M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;W;5;M;0;D;5;X1;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32M/W5M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;W;5;M;0;D;5;X2;0.975530365;0;3500;22;0.91;0;3500;19;60;60;1
V3RB32M/W6M0D5X0;_LTRevAA;V3;R;B;3;2;M;/;W;6;M;0;D;5;X0;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB32M/W6M0D5X1;_LTRevAA;V3;R;B;3;2;M;/;W;6;M;0;D;5;X1;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB32M/W6M0D5X2;_LTRevAA;V3;R;B;3;2;M;/;W;6;M;0;D;5;X2;0.975530365;0;4200;27;0.93;0;4200;19;60;60;1
V3RB33C/N3M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;N;3;M;0;D;0;X0;0.977876277;32768;2250;31;0.84;0;2250;19;60;60;1
V3RB33C/N3M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;N;3;M;0;D;0;X1;0.977876277;32768;2250;31;0.84;0;2250;19;60;60;1
V3RB33C/N3M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;N;3;M;0;D;0;X2;0.977876277;32768;2250;31;0.84;0;2250;19;60;60;1
V3RB33C/N4M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;N;4;M;0;D;0;X0;0.977876277;32768;2900;22;0.88;0;2900;19;60;60;1
V3RB33C/N4M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;N;4;M;0;D;0;X1;0.977876277;32768;2900;22;0.88;0;2900;19;60;60;1
V3RB33C/N4M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;N;4;M;0;D;0;X2;0.977876277;32768;2900;22;0.88;0;2900;19;60;60;1
V3RB33C/N5M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;N;5;M;0;D;0;X0;0.977876277;0;3650;27;0.91;0;3650;19;60;60;1
V3RB33C/N5M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;N;5;M;0;D;0;X1;0.977876277;0;3650;27;0.91;0;3650;19;60;60;1
V3RB33C/N5M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;N;5;M;0;D;0;X2;0.977876277;0;3650;27;0.91;0;3650;19;60;60;1
V3RB33C/N6M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;N;6;M;0;D;0;X0;0.977876277;0;4400;31;0.93;0;4400;19;60;60;1
V3RB33C/N6M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;N;6;M;0;D;0;X1;0.977876277;0;4400;31;0.93;0;4400;19;60;60;1
V3RB33C/N6M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;N;6;M;0;D;0;X2;0.977876277;0;4400;31;0.93;0;4400;19;60;60;1
V3RB33C/W3M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;W;3;M;0;D;0;X0;0.975530365;32768;2150;18;0.84;0;2150;19;60;60;1
V3RB33C/W3M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;W;3;M;0;D;0;X1;0.975530365;32768;2150;18;0.84;0;2150;19;60;60;1
V3RB33C/W3M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;W;3;M;0;D;0;X2;0.975530365;32768;2150;18;0.84;0;2150;19;60;60;1
V3RB33C/W4M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;W;4;M;0;D;0;X0;0.975530365;32768;2800;22;0.88;0;2800;19;60;60;1
V3RB33C/W4M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;W;4;M;0;D;0;X1;0.975530365;32768;2800;22;0.88;0;2800;19;60;60;1
V3RB33C/W4M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;W;4;M;0;D;0;X2;0.975530365;32768;2800;22;0.88;0;2800;19;60;60;1
V3RB33C/W5M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;W;5;M;0;D;0;X0;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB33C/W5M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;W;5;M;0;D;0;X1;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB33C/W5M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;W;5;M;0;D;0;X2;0.975530365;0;3500;27;0.91;0;3500;19;60;60;1
V3RB33C/W6M0D0X0;_LTRevAA;V3;R;B;3;3;C;/;W;6;M;0;D;0;X0;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RB33C/W6M0D0X1;_LTRevAA;V3;R;B;3;3;C;/;W;6;M;0;D;0;X1;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RB33C/W6M0D0X2;_LTRevAA;V3;R;B;3;3;C;/;W;6;M;0;D;0;X2;0.975530365;0;4200;31;0.93;0;4200;19;60;60;1
V3RDJ0M/N0L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;0;L;0;D;0;X0;0.987364509;512;4050;18;0.93;0;4050;25;85;85;1
V3RDJ0M/N0L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;0;L;0;D;0;X1;0.987364509;512;4050;18;0.93;0;4050;25;85;85;1
V3RDJ0M/N0L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;0;L;0;D;0;X2;0.987364509;512;4050;18;0.93;0;4050;25;85;85;1
V3RDJ0M/N0M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;0;M;0;D;0;X0;0.980253136;512;7200;22;0.97;0;7200;25;85;85;1
V3RDJ0M/N0M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;0;M;0;D;0;X1;0.980253136;512;7200;22;0.97;0;7200;25;85;85;1
V3RDJ0M/N0M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;0;M;0;D;0;X2;0.980253136;512;7200;22;0.97;0;7200;25;85;85;1
V3RDJ0M/N3M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;3;M;0;D;0;X0;0.980253136;32768;2200;27;0.85;0;2200;25;85;85;1
V3RDJ0M/N3M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;3;M;0;D;0;X1;0.980253136;32768;2200;27;0.85;0;2200;25;85;85;1
V3RDJ0M/N3M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;3;M;0;D;0;X2;0.980253136;32768;2200;27;0.85;0;2200;25;85;85;1
V3RDJ0M/N4L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;4;L;0;D;0;X0;0.987364509;33792;1650;31;0.78;0;1650;25;85;85;1
V3RDJ0M/N4L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;4;L;0;D;0;X1;0.987364509;33792;1650;31;0.78;0;1650;25;85;85;1
V3RDJ0M/N4L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;4;L;0;D;0;X2;0.987364509;33792;1650;31;0.78;0;1650;25;85;85;1
V3RDJ0M/N4M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;4;M;0;D;0;X0;0.980253136;32768;2900;31;0.89;0;2900;25;85;85;1
V3RDJ0M/N4M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;4;M;0;D;0;X1;0.980253136;32768;2900;31;0.89;0;2900;25;85;85;1
V3RDJ0M/N4M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;4;M;0;D;0;X2;0.980253136;32768;2900;31;0.89;0;2900;25;85;85;1
V3RDJ0M/N5L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;5;L;0;D;0;X0;0.987364509;32768;2050;54;0.83;0;2050;25;85;85;1
V3RDJ0M/N5L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;5;L;0;D;0;X1;0.987364509;32768;2050;54;0.83;0;2050;25;85;85;1
V3RDJ0M/N5L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;5;L;0;D;0;X2;0.987364509;32768;2050;54;0.83;0;2050;25;85;85;1
V3RDJ0M/N5M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;5;M;0;D;0;X0;0.980253136;0;3600;12;0.92;0;3600;25;85;85;1
V3RDJ0M/N5M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;5;M;0;D;0;X1;0.980253136;0;3600;12;0.92;0;3600;25;85;85;1
V3RDJ0M/N5M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;5;M;0;D;0;X2;0.980253136;0;3600;12;0.92;0;3600;25;85;85;1
V3RDJ0M/N6L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;6;L;0;D;0;X0;0.987364509;32768;2450;19;0.86;0;2450;25;85;85;1
V3RDJ0M/N6L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;6;L;0;D;0;X1;0.987364509;32768;2450;19;0.86;0;2450;25;85;85;1
V3RDJ0M/N6L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;6;L;0;D;0;X2;0.987364509;32768;2450;19;0.86;0;2450;25;85;85;1
V3RDJ0M/N6M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;6;M;0;D;0;X0;0.980253136;0;4350;14;0.94;0;4350;25;85;85;1
V3RDJ0M/N6M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;6;M;0;D;0;X1;0.980253136;0;4350;14;0.94;0;4350;25;85;85;1
V3RDJ0M/N6M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;6;M;0;D;0;X2;0.980253136;0;4350;14;0.94;0;4350;25;85;85;1
V3RDJ0M/N7L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;7;L;0;D;0;X0;0.987364509;32768;2850;23;0.89;0;2850;25;85;85;1
V3RDJ0M/N7L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;7;L;0;D;0;X1;0.987364509;32768;2850;23;0.89;0;2850;25;85;85;1
V3RDJ0M/N7L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;7;L;0;D;0;X2;0.987364509;32768;2850;23;0.89;0;2850;25;85;85;1
V3RDJ0M/N7M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;7;M;0;D;0;X0;0.980253136;0;5050;17;0.95;0;5050;25;85;85;1
V3RDJ0M/N7M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;7;M;0;D;0;X1;0.980253136;0;5050;17;0.95;0;5050;25;85;85;1
V3RDJ0M/N7M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;7;M;0;D;0;X2;0.980253136;0;5050;17;0.95;0;5050;25;85;85;1
V3RDJ0M/N8L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;8;L;0;D;0;X0;0.987364509;0;3250;29;0.9;0;3250;25;85;85;1
V3RDJ0M/N8L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;8;L;0;D;0;X1;0.987364509;0;3250;29;0.9;0;3250;25;85;85;1
V3RDJ0M/N8L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;8;L;0;D;0;X2;0.987364509;0;3250;29;0.9;0;3250;25;85;85;1
V3RDJ0M/N8M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;8;M;0;D;0;X0;0.980253136;0;5800;20;0.96;0;5800;25;85;85;1
V3RDJ0M/N8M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;8;M;0;D;0;X1;0.980253136;0;5800;20;0.96;0;5800;25;85;85;1
V3RDJ0M/N8M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;8;M;0;D;0;X2;0.980253136;0;5800;20;0.96;0;5800;25;85;85;1
V3RDJ0M/N9L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;9;L;0;D;0;X0;0.987364509;0;3650;34;0.92;0;3650;25;85;85;1
V3RDJ0M/N9L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;9;L;0;D;0;X1;0.987364509;0;3650;34;0.92;0;3650;25;85;85;1
V3RDJ0M/N9L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;9;L;0;D;0;X2;0.987364509;0;3650;34;0.92;0;3650;25;85;85;1
V3RDJ0M/N9M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;N;9;M;0;D;0;X0;0.980253136;0;6500;22;0.96;0;6500;25;85;85;1
V3RDJ0M/N9M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;N;9;M;0;D;0;X1;0.980253136;0;6500;22;0.96;0;6500;25;85;85;1
V3RDJ0M/N9M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;N;9;M;0;D;0;X2;0.980253136;0;6500;22;0.96;0;6500;25;85;85;1
V3RDJ0M/W0L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;0;L;0;D;0;X0;0.986655499;512;3900;39;0.93;0;3900;25;85;85;1
V3RDJ0M/W0L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;0;L;0;D;0;X1;0.986655499;512;3900;39;0.93;0;3900;25;85;85;1
V3RDJ0M/W0L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;0;L;0;D;0;X2;0.986655499;512;3900;39;0.93;0;3900;25;85;85;1
V3RDJ0M/W0M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;0;M;0;D;0;X0;0.978337989;512;6950;25;0.97;0;6950;25;85;85;1
V3RDJ0M/W0M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;0;M;0;D;0;X1;0.978337989;512;6950;25;0.97;0;6950;25;85;85;1
V3RDJ0M/W0M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;0;M;0;D;0;X2;0.978337989;512;6950;25;0.97;0;6950;25;85;85;1
V3RDJ0M/W3M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;3;M;0;D;0;X0;0.978337989;32768;2100;44;0.85;0;2100;25;85;85;1
V3RDJ0M/W3M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;3;M;0;D;0;X1;0.978337989;32768;2100;44;0.85;0;2100;25;85;85;1
V3RDJ0M/W3M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;3;M;0;D;0;X2;0.978337989;32768;2100;44;0.85;0;2100;25;85;85;1
V3RDJ0M/W4L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;4;L;0;D;0;X0;0.986655499;33792;1550;28;0.78;0;1550;25;85;85;1
V3RDJ0M/W4L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;4;L;0;D;0;X1;0.986655499;33792;1550;28;0.78;0;1550;25;85;85;1
V3RDJ0M/W4L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;4;L;0;D;0;X2;0.986655499;33792;1550;28;0.78;0;1550;25;85;85;1
V3RDJ0M/W4M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;4;M;0;D;0;X0;0.978337989;32768;2750;49;0.89;0;2750;25;85;85;1
V3RDJ0M/W4M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;4;M;0;D;0;X1;0.978337989;32768;2750;49;0.89;0;2750;25;85;85;1
V3RDJ0M/W4M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;4;M;0;D;0;X2;0.978337989;32768;2750;49;0.89;0;2750;25;85;85;1
V3RDJ0M/W5L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;5;L;0;D;0;X0;0.986655499;32768;1950;31;0.83;0;1950;25;85;85;1
V3RDJ0M/W5L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;5;L;0;D;0;X1;0.986655499;32768;1950;31;0.83;0;1950;25;85;85;1
V3RDJ0M/W5L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;5;L;0;D;0;X2;0.986655499;32768;1950;31;0.83;0;1950;25;85;85;1
V3RDJ0M/W5M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;5;M;0;D;0;X0;0.978337989;0;3450;54;0.92;0;3450;25;85;85;1
V3RDJ0M/W5M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;5;M;0;D;0;X1;0.978337989;0;3450;54;0.92;0;3450;25;85;85;1
V3RDJ0M/W5M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;5;M;0;D;0;X2;0.978337989;0;3450;54;0.92;0;3450;25;85;85;1
V3RDJ0M/W6L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;6;L;0;D;0;X0;0.986655499;32768;2350;12;0.86;0;2350;25;85;85;1
V3RDJ0M/W6L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;6;L;0;D;0;X1;0.986655499;32768;2350;12;0.86;0;2350;25;85;85;1
V3RDJ0M/W6L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;6;L;0;D;0;X2;0.986655499;32768;2350;12;0.86;0;2350;25;85;85;1
V3RDJ0M/W6M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;6;M;0;D;0;X0;0.978337989;0;4150;19;0.94;0;4150;25;85;85;1
V3RDJ0M/W6M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;6;M;0;D;0;X1;0.978337989;0;4150;19;0.94;0;4150;25;85;85;1
V3RDJ0M/W6M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;6;M;0;D;0;X2;0.978337989;0;4150;19;0.94;0;4150;25;85;85;1
V3RDJ0M/W7L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;7;L;0;D;0;X0;0.986655499;32768;2750;14;0.89;0;2750;25;85;85;1
V3RDJ0M/W7L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;7;L;0;D;0;X1;0.986655499;32768;2750;14;0.89;0;2750;25;85;85;1
V3RDJ0M/W7L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;7;L;0;D;0;X2;0.986655499;32768;2750;14;0.89;0;2750;25;85;85;1
V3RDJ0M/W7M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;7;M;0;D;0;X0;0.978337989;0;4850;23;0.95;0;4850;25;85;85;1
V3RDJ0M/W7M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;7;M;0;D;0;X1;0.978337989;0;4850;23;0.95;0;4850;25;85;85;1
V3RDJ0M/W7M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;7;M;0;D;0;X2;0.978337989;0;4850;23;0.95;0;4850;25;85;85;1
V3RDJ0M/W8L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;8;L;0;D;0;X0;0.986655499;0;3100;17;0.9;0;3100;25;85;85;1
V3RDJ0M/W8L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;8;L;0;D;0;X1;0.986655499;0;3100;17;0.9;0;3100;25;85;85;1
V3RDJ0M/W8L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;8;L;0;D;0;X2;0.986655499;0;3100;17;0.9;0;3100;25;85;85;1
V3RDJ0M/W8M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;8;M;0;D;0;X0;0.978337989;0;5550;28;0.96;0;5550;25;85;85;1
V3RDJ0M/W8M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;8;M;0;D;0;X1;0.978337989;0;5550;28;0.96;0;5550;25;85;85;1
V3RDJ0M/W8M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;8;M;0;D;0;X2;0.978337989;0;5550;28;0.96;0;5550;25;85;85;1
V3RDJ0M/W9L0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;9;L;0;D;0;X0;0.986655499;0;3500;20;0.92;0;3500;25;85;85;1
V3RDJ0M/W9L0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;9;L;0;D;0;X1;0.986655499;0;3500;20;0.92;0;3500;25;85;85;1
V3RDJ0M/W9L0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;9;L;0;D;0;X2;0.986655499;0;3500;20;0.92;0;3500;25;85;85;1
V3RDJ0M/W9M0D0X0;_LTRevAA;V3;R;D;J;0;M;/;W;9;M;0;D;0;X0;0.978337989;0;6250;34;0.96;0;6250;25;85;85;1
V3RDJ0M/W9M0D0X1;_LTRevAA;V3;R;D;J;0;M;/;W;9;M;0;D;0;X1;0.978337989;0;6250;34;0.96;0;6250;25;85;85;1
V3RDJ0M/W9M0D0X2;_LTRevAA;V3;R;D;J;0;M;/;W;9;M;0;D;0;X2;0.978337989;0;6250;34;0.96;0;6250;25;85;85;1
V3RDJ1M/N0L0D5X0;_LTRevAA;V3;R;D;J;1;M;/;N;0;L;0;D;5;X0;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3RDJ1M/N0L0D5X1;_LTRevAA;V3;R;D;J;1;M;/;N;0;L;0;D;5;X1;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3RDJ1M/N0L0D5X2;_LTRevAA;V3;R;D;J;1;M;/;N;0;L;0;D;5;X2;0.987364509;512;4050;22;0.93;0;4050;25;85;85;1
V3RDJ1M/N0M0D5X0;_LTRevAA;V3;R;D;J;1;M;/;N;0;M;0;D;5;X0;0.980253136;512;7200;39;0.97;0;7200;25;85;85;1
